,Text,Label
0,computer terminal system completes sale computer terminal system inc say complete sale share common_stock warrant acquire additional one mln share n v switzerland dlrs company say warrant exercisable five year purchase price dlrs per_share computer terminal say also right buy additional share increase total holding pct computer terminal outstanding_common stock certain circumstance involve change control company company say condition occur warrant would exercisable price equal pct common_stock market price time exceed dlrs per_share computer terminal also say sell right dot impact technology include future improvement inc houston dlrs say would continue exclusive worldwide licensee technology company say move part reorganization plan would help pay current operation cost ensure product delivery computer terminal make computer generate label form ticket printer terminal reuter,acq
1,inc year net shr ct v dlrs net v asset mln v mln deposit mln v mln loan mln v mln note th_qtr available year include extraordinary_gain tax carry forward dlrs five ct per shr reuter,earn
2,international inc nd_qtr jan oper_shr loss two ct v profit seven ct oper_shr profit v profit rev_mln v mln avg_shrs mln v mln six_mths oper_shr profit nil v profit ct oper_net profit v profit rev_mln v mln avg_shrs mln v mln note per shr calculate payment prefer dividend result exclude credit four ct nine ct qtr six_mths v six ct ct_prior period operating loss carryforwards reuter,earn
3,brown forman inc th_qtr net shr one dlr v ct net mln v mln rev_mln v mln nine_mths shr dlrs v dlrs net mln v mln rev billion v mln reuter,earn
4,dean food see strong th_qtr earnings dean food co expect earnings fourth_quarter end may exceed year_ago period chairman kenneth douglas told analyst fiscal fourth_quarter food report earnings ct share douglas also say year sale exceed billion dlrs billion dlrs prior year repeat earlier projection third_quarter earnings probably slightly last_year ct share fall range ct ct share douglas say early project whether anticipate fourth_quarter performance would enough u exceed prior year overall earnings dlrs share douglas say dean experience pct improvement bottom line effect tax reform act alone president howard dean say fiscal company benefit various dairy frozen acquisition ryan co dean also say company benefit acquisition late december inc west chicago say company major shareholder e b food ltd united kingdom licensing arrangement australia canada brazil japan provide entry corp year douglas told analyst reuter,earn
5,brown forman set stock_split ups payout brown forman inc say board approve three two stock_split pct increase company cash dividend company cite improve earnings outlook continued strong cash_flow reason raise dividend brown forman say split class class_b common_share would effective march company say director declare quarterly cash dividend new share class ct payable_april one holder_record march prior split company paid ct quarterly brown forman today report pct increase third_quarter profit mln dlrs dlr share seven pct increase sale record mln dlrs brown forman say nine_month profit decline bit mln dlrs dlrs share mln dlrs dlrs share year earlier due second_quarter charge ct share restructuring beverage operation company say low corporate tax rate restructuring expect substantially improve brown forman earnings cash_flow fiscal reuter,earn
6,radio electronics inc th_qtr shr profit ct v profit four ct annual div_ct v ct_prior yr net profit v profit rev v mths_shr profit ct v loss ct net profit v loss rev_mln v note annual dividend_payable april stockholder record_march reuter,earn
7,united presidential corp th_qtr net shr ct v ct net v rev_mln v mln year shr dlrs v dlrs net v rev_mln v mln note result include adjustment dlrs ct shr year period improvement result universal life business first estimate reuter,earn
8,owen inc raise qtly dividend_qtly div eight ct v ct_prior pay march record_march reuter,earn
9,computer language research th_qtr shr loss ct v loss ct net loss v loss rev_mln v mln qtly_div three ct v three ct_prior year shr profit two ct v profit ct net profit v profit rev_mln v mln note dividend_payable april one shareholder record_march reuter,earn
